,smiles
168,CN(Cc1cccc(P(=O)(O)O)n1)P(=O)(O)O
169,CN(Cc1cccc(CP(=O)(O)O)n1)
170,CN(Cc1cccc(P(=O)(O)O)n1)C
171,CN(Cc1cccc(P(=O)(O)O)n1)P(=O)(O)O
172,CN(CN(CP(=O)(O)O)CP(=O)(O)O)
173,CN(CN(CP(=O)(O)O)P(=O)(O)O)C
174,CN(CN(CP(=O)(O)O)P(=O)(O)O)P(=O)(O)O
175,CN(P(=O)(O)O)CCP(=O)(O)O
176,CN(CP(=O)(O)O)CP(=O)(O)O
177,Cc1cccc(CN(CP(=O)(O)O)Cn1)
178,Cc1cccc(CN(CP(=O)(O)O)n1)C
179,Cc1cccc(CN(CP(=O)(O)O)n1)P(=O)(O)O
180,Cc1cccc(CN(CCP(=O)(O)O)n1)
181,Cc1cccc(CN(CP(=O)(O)O)n1)C
182,Cc1cccc(CN(CP(=O)(O)O)n1)P(=O)(O)O
183,Cc1cccc(Cn1)CP(=O)(O)O
184,CN(CP(=O)(O)O)CCP(=O)(O)O
185,CN(CCP(=O)(O)O)CP(=O)(O)O
186,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)
187,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)
188,O=P(O)(O)CN(CN(CP(=O)(O)O)P(=O)(O)O)
189,O=P(O)(O)CN(P(=O)(O)O)CC
190,O=P(O)(O)CN(P(=O)(O)O)CP(=O)(O)O
191,O=P(O)(O)CN(P(=O)(O)O)CP(=O)(O)O
192,O=P(O)(O)CN(CP(=O)(O)O)C
193,O=P(O)(O)CN(CP(=O)(O)O)P(=O)(O)O
194,O=P(O)(O)CN(P(=O)(O)O)CP(=O)(O)O
195,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)
196,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)
197,O=P(O)(O)Cc1cccc(Cn1)C
198,O=P(O)(O)Cc1cccc(Cn1)P(=O)(O)O
199,O=P(O)(O)Cc1cccc(n1)CP(=O)(O)O
200,O=P(O)(O)CN(CP(=O)(O)O)CC
201,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O
202,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O
203,O=P(O)(O)CN(CCP(=O)(O)O)C
204,O=P(O)(O)CN(CCP(=O)(O)O)P(=O)(O)O
205,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O
206,O=CN(Cc1cccc(P(=O)(O)O)Cn1)
207,O=CN(Cc1cccc(P(=O)(O)O)n1)C
208,O=CN(Cc1cccc(P(=O)(O)O)n1)P(=O)(O)O
209,O=CN(Cc1cccc(CP(=O)(O)O)n1)
210,O=CN(Cc1cccc(P(=O)(O)O)n1)C
211,O=CN(Cc1cccc(P(=O)(O)O)n1)P(=O)(O)O
212,O=CN(CN(CP(=O)(O)O)CP(=O)(O)O)
213,O=CN(CN(CP(=O)(O)O)P(=O)(O)O)C
214,O=CN(CN(CP(=O)(O)O)P(=O)(O)O)P(=O)(O)O
215,O=CN(P(=O)(O)O)CCP(=O)(O)O
216,O=CN(CP(=O)(O)O)CP(=O)(O)O
217,O=Cc1cccc(CN(CP(=O)(O)O)Cn1)
218,O=Cc1cccc(CN(CP(=O)(O)O)n1)C
219,O=Cc1cccc(CN(CP(=O)(O)O)n1)P(=O)(O)O
220,O=Cc1cccc(CN(CCP(=O)(O)O)n1)
221,O=Cc1cccc(CN(CP(=O)(O)O)n1)C
222,O=Cc1cccc(CN(CP(=O)(O)O)n1)P(=O)(O)O
223,O=Cc1cccc(Cn1)CP(=O)(O)O
224,O=CN(CP(=O)(O)O)CCP(=O)(O)O
225,O=CN(CCP(=O)(O)O)CP(=O)(O)O
226,P(O)(O)CN(Cc1cccc(P(=O)(O)O)Cn1)
227,P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)C
228,P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)P(=O)(O)O
229,P(O)(O)CN(Cc1cccc(CP(=O)(O)O)n1)
230,P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)C
231,P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)P(=O)(O)O
232,P(O)(O)CN(CN(CP(=O)(O)O)CP(=O)(O)O)
233,P(O)(O)CN(CN(CP(=O)(O)O)P(=O)(O)O)C
234,P(O)(O)CN(CN(CP(=O)(O)O)P(=O)(O)O)P(=O)(O)O
235,P(O)(O)CN(P(=O)(O)O)CCP(=O)(O)O
236,P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O
237,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)Cn1)
238,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)C
239,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)P(=O)(O)O
240,P(O)(O)Cc1cccc(CN(CCP(=O)(O)O)n1)
241,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)C
242,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)P(=O)(O)O
243,P(O)(O)Cc1cccc(Cn1)CP(=O)(O)O
244,P(O)(O)CN(CP(=O)(O)O)CCP(=O)(O)O
245,P(O)(O)CN(CCP(=O)(O)O)CP(=O)(O)O
246,CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)
247,CN(Cc1cccc(P(=O)(O)O)Cn1)C
248,CN(Cc1cccc(P(=O)(O)O)Cn1)P(=O)(O)O
249,CN(Cc1cccc(P(=O)(O)O)n1)CP(=O)(O)O
250,CN(Cc1cccc(CP(=O)(O)O)n1)C
251,CN(Cc1cccc(CP(=O)(O)O)n1)P(=O)(O)O
252,CN(Cc1cccc(P(=O)(O)O)n1)CP(=O)(O)O
253,CN(CN(CP(=O)(O)O)CP(=O)(O)O)C
254,CN(CN(CP(=O)(O)O)CP(=O)(O)O)P(=O)(O)O
255,CN(CN(CP(=O)(O)O)P(=O)(O)O)CP(=O)(O)O
256,Cc1cccc(CN(CP(=O)(O)O)Cn1)C
257,Cc1cccc(CN(CP(=O)(O)O)Cn1)P(=O)(O)O
258,Cc1cccc(CN(CP(=O)(O)O)n1)CP(=O)(O)O
259,Cc1cccc(CN(CCP(=O)(O)O)n1)C
260,Cc1cccc(CN(CCP(=O)(O)O)n1)P(=O)(O)O
261,Cc1cccc(CN(CP(=O)(O)O)n1)CP(=O)(O)O
262,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)Cn1)
263,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)C
264,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)P(=O)(O)O
265,O=P(O)(O)CN(Cc1cccc(CP(=O)(O)O)n1)
266,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)C
267,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)P(=O)(O)O
268,O=P(O)(O)CN(CN(CP(=O)(O)O)CP(=O)(O)O)
269,O=P(O)(O)CN(CN(CP(=O)(O)O)P(=O)(O)O)C
270,O=P(O)(O)CN(CN(CP(=O)(O)O)P(=O)(O)O)P(=O)(O)O
271,O=P(O)(O)CN(P(=O)(O)O)CCP(=O)(O)O
272,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O
273,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)Cn1)
274,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)C
275,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)P(=O)(O)O
276,O=P(O)(O)Cc1cccc(CN(CCP(=O)(O)O)n1)
277,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)C
278,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)P(=O)(O)O
279,O=P(O)(O)Cc1cccc(Cn1)CP(=O)(O)O
280,O=P(O)(O)CN(CP(=O)(O)O)CCP(=O)(O)O
281,O=P(O)(O)CN(CCP(=O)(O)O)CP(=O)(O)O
282,O=CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)
283,O=CN(Cc1cccc(P(=O)(O)O)Cn1)C
284,O=CN(Cc1cccc(P(=O)(O)O)Cn1)P(=O)(O)O
285,O=CN(Cc1cccc(P(=O)(O)O)n1)CP(=O)(O)O
286,O=CN(Cc1cccc(CP(=O)(O)O)n1)C
287,O=CN(Cc1cccc(CP(=O)(O)O)n1)P(=O)(O)O
288,O=CN(Cc1cccc(P(=O)(O)O)n1)CP(=O)(O)O
289,O=CN(CN(CP(=O)(O)O)CP(=O)(O)O)C
290,O=CN(CN(CP(=O)(O)O)CP(=O)(O)O)P(=O)(O)O
291,O=CN(CN(CP(=O)(O)O)P(=O)(O)O)CP(=O)(O)O
292,O=Cc1cccc(CN(CP(=O)(O)O)Cn1)C
293,O=Cc1cccc(CN(CP(=O)(O)O)Cn1)P(=O)(O)O
294,O=Cc1cccc(CN(CP(=O)(O)O)n1)CP(=O)(O)O
295,O=Cc1cccc(CN(CCP(=O)(O)O)n1)C
296,O=Cc1cccc(CN(CCP(=O)(O)O)n1)P(=O)(O)O
297,O=Cc1cccc(CN(CP(=O)(O)O)n1)CP(=O)(O)O
298,P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)
299,P(O)(O)CN(Cc1cccc(P(=O)(O)O)Cn1)C
300,P(O)(O)CN(Cc1cccc(P(=O)(O)O)Cn1)P(=O)(O)O
301,P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)CP(=O)(O)O
302,P(O)(O)CN(Cc1cccc(CP(=O)(O)O)n1)C
303,P(O)(O)CN(Cc1cccc(CP(=O)(O)O)n1)P(=O)(O)O
304,P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)CP(=O)(O)O
305,P(O)(O)CN(CN(CP(=O)(O)O)CP(=O)(O)O)C
306,P(O)(O)CN(CN(CP(=O)(O)O)CP(=O)(O)O)P(=O)(O)O
307,P(O)(O)CN(CN(CP(=O)(O)O)P(=O)(O)O)CP(=O)(O)O
308,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)Cn1)C
309,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)Cn1)P(=O)(O)O
310,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)CP(=O)(O)O
311,P(O)(O)Cc1cccc(CN(CCP(=O)(O)O)n1)C
312,P(O)(O)Cc1cccc(CN(CCP(=O)(O)O)n1)P(=O)(O)O
313,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)CP(=O)(O)O
314,CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)
315,CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)C
316,CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)P(=O)(O)O
317,CN(Cc1cccc(P(=O)(O)O)Cn1)CP(=O)(O)O
318,CN(Cc1cccc(CP(=O)(O)O)n1)CP(=O)(O)O
319,CN(CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O
320,Cc1cccc(CN(CP(=O)(O)O)Cn1)CP(=O)(O)O
321,Cc1cccc(CN(CCP(=O)(O)O)n1)CP(=O)(O)O
322,O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)
323,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)Cn1)C
324,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)Cn1)P(=O)(O)O
325,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)CP(=O)(O)O
326,O=P(O)(O)CN(Cc1cccc(CP(=O)(O)O)n1)C
327,O=P(O)(O)CN(Cc1cccc(CP(=O)(O)O)n1)P(=O)(O)O
328,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)n1)CP(=O)(O)O
329,O=P(O)(O)CN(CN(CP(=O)(O)O)CP(=O)(O)O)C
330,O=P(O)(O)CN(CN(CP(=O)(O)O)CP(=O)(O)O)P(=O)(O)O
331,O=P(O)(O)CN(CN(CP(=O)(O)O)P(=O)(O)O)CP(=O)(O)O
332,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)Cn1)C
333,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)Cn1)P(=O)(O)O
334,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)CP(=O)(O)O
335,O=P(O)(O)Cc1cccc(CN(CCP(=O)(O)O)n1)C
336,O=P(O)(O)Cc1cccc(CN(CCP(=O)(O)O)n1)P(=O)(O)O
337,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)n1)CP(=O)(O)O
338,O=CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)
339,O=CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)C
340,O=CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)P(=O)(O)O
341,O=CN(Cc1cccc(P(=O)(O)O)Cn1)CP(=O)(O)O
342,O=CN(Cc1cccc(CP(=O)(O)O)n1)CP(=O)(O)O
343,O=CN(CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O
344,O=Cc1cccc(CN(CP(=O)(O)O)Cn1)CP(=O)(O)O
345,O=Cc1cccc(CN(CCP(=O)(O)O)n1)CP(=O)(O)O
346,P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)
347,P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)C
348,P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)P(=O)(O)O
349,P(O)(O)CN(Cc1cccc(P(=O)(O)O)Cn1)CP(=O)(O)O
350,P(O)(O)CN(Cc1cccc(CP(=O)(O)O)n1)CP(=O)(O)O
351,P(O)(O)CN(CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O
352,P(O)(O)Cc1cccc(CN(CP(=O)(O)O)Cn1)CP(=O)(O)O
353,P(O)(O)Cc1cccc(CN(CCP(=O)(O)O)n1)CP(=O)(O)O
354,CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)C
355,CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)P(=O)(O)O
356,CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)CP(=O)(O)O
357,O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)
358,O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)C
359,O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)P(=O)(O)O
360,O=P(O)(O)CN(Cc1cccc(P(=O)(O)O)Cn1)CP(=O)(O)O
361,O=P(O)(O)CN(Cc1cccc(CP(=O)(O)O)n1)CP(=O)(O)O
362,O=P(O)(O)CN(CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O
363,O=P(O)(O)Cc1cccc(CN(CP(=O)(O)O)Cn1)CP(=O)(O)O
364,O=P(O)(O)Cc1cccc(CN(CCP(=O)(O)O)n1)CP(=O)(O)O
365,O=CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)C
366,O=CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)P(=O)(O)O
367,O=CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)CP(=O)(O)O
368,P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)C
369,P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)P(=O)(O)O
370,P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)CP(=O)(O)O
371,CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O
372,O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)C
373,O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)P(=O)(O)O
374,O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)P(=O)(O)O)n1)CP(=O)(O)O
375,O=CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O
376,P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O
377,CCN(C(=O)O)
378,CCN(C(=O)O)
379,CCN(C(=O)O)
380,O=C(O)CCN(C(=O)O)
381,O=C(O)CCN(C(=O)O)
382,O=C(O)CCN(C(=O)O)
383,N1CCN(CP(=O)(O)O)CC1
384,N1CCN(CC(=O)O)CC1
385,N1CCN(CC(=O)O)CC1
386,O=C(O)N1CCN(CP(=O)(O)O)CC1
387,O=C(O)N1CCN(CC(=O)O)CC1
388,O=C(O)N1CCN(CC(=O)O)CC1
389,CCN(C(=O)O)CCN(C(=O)O)
390,O=C(O)CCN(C(=O)O)CCN(C(=O)O)
391,N1CCN(CP(=O)(O)O)CCN(C(=O)O)CC1
392,N1CCN(CP(=O)(O)O)CCN(C(=O)O)CC1
393,N1CCN(CP(=O)(O)O)CCN(C(=O)O)CC1
394,N1CCN(CCCN(C(=O)O)C(=O)O)CC1
395,N1CCN(CC(=O)O)CCN(C(=O)O)CC1
396,O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CC1
397,O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CC1
398,O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CC1
399,O=C(O)N1CCN(CCCN(C(=O)O)C(=O)O)CC1
400,O=C(O)N1CCN(CC(=O)O)CCN(C(=O)O)CC1
401,N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1
402,O=C(O)CC
403,O=C(O)P(=O)(O)
404,CCP(=O)(O)
405,CCN(C(=O)O)
406,CCN(C(=O)O)
407,CCN(C(=O)O)
408,O=C(O)CCP(=O)(O)
409,O=C(O)CCN(C(=O)O)
410,O=C(O)CCN(C(=O)O)
411,O=C(O)CCN(C(=O)O)
412,CCCCN(C(=O)O)
413,CCCCN(C(=O)O)
414,CCCCN(C(=O)O)
415,P(=O)(O)CCN(C(=O)O)
416,P(=O)(O)CCN(C(=O)O)
417,P(=O)(O)CCN(C(=O)O)
418,CN1CCN(C(=O)O)CC1
419,CN1CCN(C(=O)O)CC1
420,CN1CCN(C(=O)O)CC1
421,O=C(O)CCCCN(C(=O)O)
422,O=C(O)CCCCN(C(=O)O)
423,O=C(O)CCCCN(C(=O)O)
424,O=C(O)P(=O)(O)CCN(C(=O)O)
425,O=C(O)P(=O)(O)CCN(C(=O)O)
426,O=C(O)P(=O)(O)CCN(C(=O)O)
427,O=C(O)CN1CCN(C(=O)O)CC1
428,O=C(O)CN1CCN(C(=O)O)CC1
429,O=C(O)CN1CCN(C(=O)O)CC1
430,CCP(=O)(O)CCN(C(=O)O)
431,CCP(=O)(O)CCN(C(=O)O)
432,CCP(=O)(O)CCN(C(=O)O)
433,CCCN1CCN(C(=O)O)CC1
434,CCCN1CCN(C(=O)O)CC1
435,CCCN1CCN(C(=O)O)CC1
436,P(=O)(O)CN1CCN(C(=O)O)CC1
437,P(=O)(O)CN1CCN(C(=O)O)CC1
438,P(=O)(O)CN1CCN(C(=O)O)CC1
439,CCN(C(=O)O)CCN(C(=O)O)
440,O=C(O)CCP(=O)(O)CCN(C(=O)O)
441,O=C(O)CCP(=O)(O)CCN(C(=O)O)
442,O=C(O)CCP(=O)(O)CCN(C(=O)O)
443,O=C(O)CCCN1CCN(C(=O)O)CC1
444,O=C(O)CCCN1CCN(C(=O)O)CC1
445,O=C(O)CCCN1CCN(C(=O)O)CC1
446,O=C(O)P(=O)(O)CN1CCN(C(=O)O)CC1
